feature_prc,features_elimination_prc,epsilon_factor,dist_functions,accuracy,round_time
0.05,0.0,"[100, 10]",wasserstein,0.847851,33.1071
0.05,0.0,"[10, 100]",wasserstein,0.846697,32.886776
0.05,0.5,"[100, 10]",wasserstein,0.842207,33.475783
0.05,0.5,"[25, 25]",wasserstein,0.838871,33.572323
0.05,0.5,"[25, 50]",wasserstein,0.838871,33.402546
0.05,0.35,"[25, 25]",wasserstein,0.836818,33.230444
0.05,0.35,"[25, 50]",wasserstein,0.836818,32.94163
0.05,0.5,"[100, 10]",jm,0.832072,35.297836
0.05,0.35,"[100, 10]",wasserstein,0.83143,32.805038
0.05,0.35,"[50, 50]",wasserstein,0.830789,32.737326
0.05,0.35,"[50, 25]",wasserstein,0.830789,33.025169
0.05,0.2,"[100, 10]",wasserstein,0.830148,34.343059
0.05,0.2,"[50, 50]",wasserstein,0.828993,35.480895
0.05,0.2,"[50, 25]",wasserstein,0.828993,33.988398
0.05,0.0,"[100, 10]",jm,0.82848,34.841045
0.05,0.2,"[25, 25]",wasserstein,0.826299,34.040496
0.05,0.2,"[25, 50]",wasserstein,0.826299,33.828736
0.05,0.0,"[50, 50]",jm,0.823477,34.722839
0.05,0.0,"[50, 25]",jm,0.823477,34.287725
0.05,0.35,"[10, 100]",wasserstein,0.820783,32.381157
0.05,0.5,"[10, 100]",wasserstein,0.81873,32.83469
0.05,0.2,"[10, 100]",wasserstein,0.812316,33.474244
0.05,0.0,"[50, 50]","['wasserstein', 'jm']",0.810648,48.030017
0.05,0.5,"[50, 50]","['wasserstein', 'jm']",0.803079,48.200258
0.05,0.5,"[50, 25]","['wasserstein', 'jm']",0.803079,48.124422
0.05,0.5,"[100, 10]","['wasserstein', 'jm']",0.801155,48.713396
0.05,0.0,"[10, 100]","['jm', 'hellinger']",0.797691,53.801073
0.05,0.0,"[100, 10]","['wasserstein', 'jm']",0.795253,48.358468
0.05,0.0,"[50, 25]","['wasserstein', 'jm']",0.794355,58.72142
0.05,0.35,"[100, 10]","['wasserstein', 'jm']",0.794099,48.255602
0.05,0.5,"[50, 50]",jm,0.793714,34.959111
0.05,0.5,"[50, 25]",jm,0.793714,35.1636
