feature_prc,features_elimination_prc,epsilon_factor,dist_functions,accuracy,round_time
0.1,0.5,"[100, 10]",wasserstein,0.4102,2.66146
0.1,0.35,"[50, 25]","['wasserstein', 'hellinger']",0.4094,9.979547
0.1,0.35,"[100, 10]","['jm', 'hellinger']",0.409,9.679022
0.1,0.5,"[25, 25]",wasserstein,0.4089,2.632701
0.1,0.5,"[25, 50]",wasserstein,0.4089,2.775609
0.1,0.5,"[10, 100]",wasserstein,0.4087,2.635169
0.1,0.2,"[100, 10]","['jm', 'hellinger']",0.4084,9.803687
0.1,0.2,"[50, 50]",hellinger,0.408,3.252102
0.1,0.2,"[50, 25]",hellinger,0.408,3.236948
0.1,0.2,"[10, 100]",hellinger,0.407,3.176235
0.1,0.2,"[50, 50]","['wasserstein', 'hellinger']",0.4053,9.844883
0.1,0.0,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.4034,10.098173
0.1,0.0,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.4024,10.190969
0.1,0.0,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.4023,10.125399
0.1,0.5,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.4021,10.279494
0.1,0.0,"[50, 50]",hellinger,0.4014,3.500538
0.1,0.0,"[50, 25]",hellinger,0.4014,3.236676
0.1,0.2,"[50, 25]","['wasserstein', 'hellinger']",0.4012,9.868113
0.1,0.5,"[10, 100]","['jm', 'hellinger']",0.4012,9.556838
0.1,0.0,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.4004,10.101139
0.1,0.0,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.4004,10.156529
0.1,0.35,"[50, 50]",hellinger,0.3989,3.225728
0.1,0.35,"[50, 25]",hellinger,0.3989,3.227888
0.1,0.0,"[25, 50]","['jm', 'hellinger']",0.3987,9.501017
0.1,0.2,"[25, 25]",hellinger,0.3968,3.108636
0.1,0.2,"[25, 50]",hellinger,0.3968,3.095414
0.1,0.0,"[50, 50]","['jm', 'hellinger']",0.3965,9.796202
0.1,0.0,"[50, 25]","['jm', 'hellinger']",0.3959,9.630342
0.1,0.0,"[25, 25]","['jm', 'hellinger']",0.3955,9.531351
0.1,0.5,"[10, 100]",hellinger,0.3935,3.302827
0.1,0.5,"[25, 25]",hellinger,0.3933,3.279095
0.1,0.5,"[25, 50]",hellinger,0.3933,3.306827
0.1,0.35,"[100, 10]","['wasserstein', 'jm']",0.3921,9.12308
0.1,0.35,"[25, 25]",hellinger,0.3895,3.152654
0.1,0.35,"[25, 50]",hellinger,0.3895,3.18719
0.1,0.5,"[10, 100]","['wasserstein', 'hellinger']",0.386,9.747652
0.1,0.35,"[25, 25]","['wasserstein', 'hellinger']",0.3857,9.73769
0.1,0.35,"[25, 50]","['wasserstein', 'hellinger']",0.3857,9.729188
0.1,0.35,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.3855,10.215852
0.1,0.35,"[10, 100]",hellinger,0.3835,3.168607
0.1,0.0,"[10, 100]","['jm', 'hellinger']",0.3834,9.524049
0.1,0.5,"[100, 10]","['wasserstein', 'jm']",0.3824,9.124553
0.1,0.5,"[50, 50]","['wasserstein', 'jm']",0.378,9.040656
0.1,0.5,"[50, 25]","['wasserstein', 'jm']",0.378,9.051391
0.1,0.35,"[10, 100]","['jm', 'hellinger']",0.3758,9.658296
0.1,0.35,"[50, 50]","['wasserstein', 'jm']",0.3756,9.058542
0.1,0.35,"[50, 25]","['wasserstein', 'jm']",0.3756,9.076209
0.1,0.0,"[10, 100]",hellinger,0.3731,3.195622
0.1,0.2,"[50, 25]","['jm', 'hellinger']",0.3731,9.692803
0.1,0.2,"[50, 50]","['jm', 'hellinger']",0.3725,9.718928
0.1,0.5,"[10, 100]","['wasserstein', 'jm']",0.3712,8.959024
0.1,0.5,"[100, 10]","['jm', 'hellinger']",0.3707,9.473838
0.1,0.5,"[25, 50]","['wasserstein', 'jm']",0.3675,8.960666
0.1,0.5,"[25, 25]","['wasserstein', 'jm']",0.3671,8.950131
0.1,0.35,"[10, 100]","['wasserstein', 'hellinger']",0.3659,9.788398
0.1,0.5,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.3653,10.005341
0.1,0.5,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.3647,10.009426
0.1,0.2,"[10, 100]","['jm', 'hellinger']",0.3621,9.532387
0.1,0.35,"[25, 25]","['wasserstein', 'jm']",0.3617,8.950943
0.1,0.35,"[25, 50]","['wasserstein', 'jm']",0.3617,9.026896
0.1,0.0,"[25, 25]",hellinger,0.359,3.128184
0.1,0.0,"[25, 50]",hellinger,0.359,3.140218
0.1,0.2,"[25, 25]","['wasserstein', 'hellinger']",0.3582,9.567261
0.1,0.2,"[25, 50]","['wasserstein', 'hellinger']",0.3576,9.525579
0.1,0.2,"[25, 25]","['wasserstein', 'jm']",0.3564,9.454149
0.1,0.2,"[25, 50]","['wasserstein', 'jm']",0.3564,9.284965
0.1,0.35,"[10, 100]",jm,0.3559,2.234507
0.1,0.5,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.3558,10.000895
0.1,0.35,"[10, 100]","['wasserstein', 'jm']",0.3552,9.045991
0.1,0.35,"[25, 25]",jm,0.3538,2.332039
0.1,0.35,"[25, 50]",jm,0.3538,2.346264
0.1,0.35,"[100, 10]",jm,0.3534,2.322389
0.1,0.5,"[100, 10]","['wasserstein', 'hellinger']",0.3529,9.754066
0.1,0.2,"[100, 10]","['wasserstein', 'jm']",0.352,9.095223
0.1,0.0,"[25, 25]",jm,0.3505,2.191007
0.1,0.0,"[25, 50]",jm,0.3505,2.201933
0.1,0.35,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.3502,10.042723
0.1,0.35,"[50, 50]",jm,0.3492,2.298959
0.1,0.35,"[50, 25]",jm,0.3492,2.283564
0.1,0.0,"[50, 50]",jm,0.3481,2.228608
0.1,0.0,"[50, 25]",jm,0.3481,2.201394
0.1,0.35,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.3479,10.245816
0.1,0.0,"[100, 10]",jm,0.346,2.187226
0.1,0.0,"[10, 100]",jm,0.3452,2.152045
0.1,0.2,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.3449,10.215379
0.1,0.5,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.3447,9.983552
0.1,0.5,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.3445,10.01299
0.1,0.2,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.3442,10.102159
0.1,0.2,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.3435,9.992107
0.1,0.35,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.3431,10.035809
0.1,0.35,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.3431,10.035799
0.1,0.2,"[25, 25]","['jm', 'hellinger']",0.3426,9.504639
0.1,0.2,"[25, 50]","['jm', 'hellinger']",0.3423,9.442265
0.1,0.2,"[50, 50]","['wasserstein', 'jm']",0.3412,9.115677
0.1,0.2,"[50, 25]","['wasserstein', 'jm']",0.3412,9.043189
0.1,0.5,"[25, 50]","['wasserstein', 'hellinger']",0.3379,9.709981
0.1,0.5,"[25, 25]","['jm', 'hellinger']",0.3363,9.313504
0.1,0.2,"[10, 100]","['wasserstein', 'jm']",0.3362,9.080054
0.1,0.5,"[50, 25]","['wasserstein', 'hellinger']",0.3355,9.735093
0.1,0.5,"[50, 50]",jm,0.3347,2.189753
0.1,0.5,"[50, 25]",jm,0.3347,2.174545
0.1,0.5,"[25, 25]","['wasserstein', 'hellinger']",0.333,9.698632
0.1,0.35,"[50, 50]","['jm', 'hellinger']",0.3325,9.427044
0.1,0.5,"[50, 50]","['wasserstein', 'hellinger']",0.3324,9.77302
0.1,0.35,"[50, 25]","['jm', 'hellinger']",0.3322,9.390802
0.1,0.5,"[25, 25]",jm,0.3293,2.167695
0.1,0.5,"[25, 50]",jm,0.3293,2.178821
0.1,0.5,"[25, 50]","['jm', 'hellinger']",0.3291,9.261162
0.1,0.5,"[100, 10]",jm,0.3229,2.192156
0.1,0.2,"[10, 100]","['wasserstein', 'hellinger']",0.3187,9.562342
0.1,0.5,"[10, 100]",jm,0.3165,2.144067
0.1,0.2,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.3156,9.990948
0.1,0.2,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.3152,9.954068
0.1,0.5,"[50, 50]","['jm', 'hellinger']",0.3099,9.238111
0.1,0.5,"[50, 25]","['jm', 'hellinger']",0.3098,9.28224
0.1,0.2,"[10, 100]",jm,0.3043,2.176918
0.1,0.2,"[50, 50]",jm,0.2859,2.173516
0.1,0.2,"[50, 25]",jm,0.2859,2.170509
0.1,0.35,"[25, 25]","['jm', 'hellinger']",0.2855,9.293202
0.1,0.35,"[25, 50]","['jm', 'hellinger']",0.2855,9.362219
0.1,0.2,"[25, 25]",jm,0.2821,2.160724
0.1,0.2,"[25, 50]",jm,0.2821,2.150491
0.1,0.2,"[100, 10]",jm,0.2778,2.163383
0.2,0.0,"[100, 10]",hellinger,0.6158,3.829149
0.2,0.2,"[100, 10]",hellinger,0.6158,3.807927
0.2,0.35,"[100, 10]",hellinger,0.6109,3.830025
0.2,0.5,"[100, 10]",hellinger,0.5939,3.777291
0.2,0.0,"[100, 10]","['wasserstein', 'hellinger']",0.5938,10.557514
0.2,0.2,"[100, 10]","['wasserstein', 'hellinger']",0.5938,10.480882
0.2,0.0,"[25, 25]",wasserstein,0.5931,3.352293
0.2,0.0,"[25, 50]",wasserstein,0.5931,3.355837
0.2,0.2,"[25, 25]",wasserstein,0.5931,3.392168
0.2,0.2,"[25, 50]",wasserstein,0.5931,3.859052
0.2,0.0,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.5922,10.946177
0.2,0.2,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.5922,10.963403
0.2,0.0,"[50, 50]",wasserstein,0.5916,3.766338
0.2,0.0,"[50, 25]",wasserstein,0.5916,3.383598
0.2,0.2,"[50, 50]",wasserstein,0.5916,3.400919
0.2,0.2,"[50, 25]",wasserstein,0.5916,3.342945
0.2,0.5,"[50, 25]","['wasserstein', 'hellinger']",0.5908,10.508125
0.2,0.0,"[100, 10]",wasserstein,0.5901,3.376226
0.2,0.2,"[100, 10]",wasserstein,0.5901,3.361087
0.2,0.5,"[50, 50]","['wasserstein', 'hellinger']",0.5882,10.655135
0.2,0.35,"[100, 10]","['wasserstein', 'hellinger']",0.5875,10.572605
0.2,0.0,"[50, 50]","['wasserstein', 'jm']",0.5865,9.963307
0.2,0.0,"[50, 25]","['wasserstein', 'jm']",0.5865,9.989785
0.2,0.2,"[50, 50]","['wasserstein', 'jm']",0.5865,10.025855
0.2,0.2,"[50, 25]","['wasserstein', 'jm']",0.5865,9.982514
0.2,0.0,"[100, 10]","['wasserstein', 'jm']",0.5815,9.956511
0.2,0.2,"[100, 10]","['wasserstein', 'jm']",0.5815,9.963788
0.2,0.0,"[100, 10]","['jm', 'hellinger']",0.5808,10.461906
0.2,0.2,"[100, 10]","['jm', 'hellinger']",0.5808,10.462637
0.2,0.0,"[25, 25]","['wasserstein', 'jm']",0.5775,9.8823
0.2,0.0,"[25, 50]","['wasserstein', 'jm']",0.5775,9.919891
0.2,0.2,"[25, 25]","['wasserstein', 'jm']",0.5775,9.913888
0.2,0.2,"[25, 50]","['wasserstein', 'jm']",0.5775,9.903863
0.2,0.0,"[10, 100]",wasserstein,0.5773,3.347375
0.2,0.2,"[10, 100]",wasserstein,0.5773,3.38378
0.2,0.0,"[50, 50]","['wasserstein', 'hellinger']",0.5746,10.457045
0.2,0.0,"[50, 25]","['wasserstein', 'hellinger']",0.5746,10.513028
0.2,0.2,"[50, 50]","['wasserstein', 'hellinger']",0.5746,10.520695
0.2,0.2,"[50, 25]","['wasserstein', 'hellinger']",0.5746,10.493048
0.2,0.35,"[10, 100]",wasserstein,0.5745,3.376153
0.2,0.5,"[100, 10]","['wasserstein', 'hellinger']",0.5729,10.495954
0.2,0.0,"[10, 100]","['wasserstein', 'jm']",0.5709,9.887487
0.2,0.2,"[10, 100]","['wasserstein', 'jm']",0.5709,9.876027
0.2,0.5,"[10, 100]",hellinger,0.5659,3.874174
0.2,0.35,"[100, 10]",wasserstein,0.5635,3.453482
0.2,0.35,"[25, 25]",wasserstein,0.563,3.372548
0.2,0.35,"[25, 50]",wasserstein,0.563,3.414038
0.2,0.0,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.5629,10.928269
0.2,0.2,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.5629,10.949438
0.2,0.0,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.5625,10.917538
0.2,0.2,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.5625,10.923423
0.2,0.0,"[50, 50]","['jm', 'hellinger']",0.5618,10.44876
0.2,0.2,"[50, 50]","['jm', 'hellinger']",0.5618,10.462999
0.2,0.0,"[50, 25]","['jm', 'hellinger']",0.5605,10.4208
0.2,0.2,"[50, 25]","['jm', 'hellinger']",0.5605,10.452011
0.2,0.35,"[50, 50]",wasserstein,0.5588,3.93805
0.2,0.35,"[50, 25]",wasserstein,0.5588,3.436956
0.2,0.35,"[100, 10]","['jm', 'hellinger']",0.5564,10.469815
0.2,0.5,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.554,11.267336
0.2,0.5,"[50, 50]",hellinger,0.5535,3.864245
0.2,0.5,"[50, 25]",hellinger,0.5535,3.850674
0.2,0.0,"[25, 25]","['jm', 'hellinger']",0.5492,10.327175
0.2,0.2,"[25, 25]","['jm', 'hellinger']",0.5492,10.296311
0.2,0.0,"[25, 50]","['jm', 'hellinger']",0.5486,10.317324
0.2,0.2,"[25, 50]","['jm', 'hellinger']",0.5486,10.270869
0.2,0.0,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.5482,10.862259
0.2,0.2,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.5482,10.933948
0.2,0.0,"[25, 50]","['wasserstein', 'hellinger']",0.5478,10.438414
0.2,0.2,"[25, 50]","['wasserstein', 'hellinger']",0.5478,10.413066
0.2,0.0,"[25, 25]","['wasserstein', 'hellinger']",0.5477,10.398998
0.2,0.2,"[25, 25]","['wasserstein', 'hellinger']",0.5477,10.419769
0.2,0.0,"[10, 100]","['wasserstein', 'hellinger']",0.5476,10.344364
0.2,0.2,"[10, 100]","['wasserstein', 'hellinger']",0.5476,10.34706
0.2,0.0,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.5473,10.849273
0.2,0.2,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.5473,10.870709
0.2,0.0,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.5457,10.87727
0.2,0.2,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.5457,10.882529
0.2,0.35,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.5457,11.033897
0.2,0.0,"[50, 50]",hellinger,0.5452,3.80458
0.2,0.0,"[50, 25]",hellinger,0.5452,3.835453
0.2,0.2,"[50, 50]",hellinger,0.5452,3.830613
0.2,0.2,"[50, 25]",hellinger,0.5452,3.848356
0.2,0.35,"[50, 50]",hellinger,0.5419,3.803473
0.2,0.35,"[50, 25]",hellinger,0.5419,3.86866
0.2,0.5,"[25, 50]","['wasserstein', 'hellinger']",0.5382,10.49393
0.2,0.0,"[10, 100]","['jm', 'hellinger']",0.5371,10.286762
0.2,0.2,"[10, 100]","['jm', 'hellinger']",0.5371,12.086804
0.2,0.5,"[25, 25]","['wasserstein', 'hellinger']",0.5365,10.464273
0.2,0.5,"[10, 100]","['wasserstein', 'hellinger']",0.5365,10.663234
0.2,0.5,"[10, 100]","['wasserstein', 'jm']",0.5327,10.010526
0.2,0.5,"[50, 50]",wasserstein,0.5303,3.430598
0.2,0.5,"[50, 25]",wasserstein,0.5303,3.363499
0.2,0.5,"[100, 10]",wasserstein,0.5291,3.381165
0.2,0.35,"[50, 50]","['wasserstein', 'hellinger']",0.526,10.499847
0.2,0.5,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.5246,10.987017
0.2,0.5,"[10, 100]","['jm', 'hellinger']",0.5246,10.558512
0.2,0.5,"[25, 25]",wasserstein,0.5237,3.742041
0.2,0.5,"[25, 50]",wasserstein,0.5237,3.495365
0.2,0.5,"[100, 10]","['wasserstein', 'jm']",0.5221,9.942379
0.2,0.35,"[50, 25]","['wasserstein', 'hellinger']",0.5209,10.576814
0.2,0.5,"[50, 50]","['wasserstein', 'jm']",0.5206,10.170333
0.2,0.5,"[50, 25]","['wasserstein', 'jm']",0.5206,10.019985
0.2,0.5,"[25, 25]","['wasserstein', 'jm']",0.52,9.906699
0.2,0.5,"[25, 50]","['wasserstein', 'jm']",0.52,9.957976
0.2,0.5,"[10, 100]",wasserstein,0.5197,3.481807
0.2,0.0,"[10, 100]",hellinger,0.5189,3.749854
0.2,0.2,"[10, 100]",hellinger,0.5189,3.761139
0.2,0.5,"[25, 25]",hellinger,0.5131,3.767587
0.2,0.5,"[25, 50]",hellinger,0.5131,3.780465
0.2,0.0,"[25, 25]",jm,0.5006,3.048538
0.2,0.0,"[25, 50]",jm,0.5006,3.064562
0.2,0.2,"[25, 25]",jm,0.5006,3.446844
0.2,0.2,"[25, 50]",jm,0.5006,2.967191
0.2,0.5,"[100, 10]","['jm', 'hellinger']",0.4986,10.421916
0.2,0.35,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.4968,11.021593
0.2,0.0,"[100, 10]",jm,0.4932,3.028325
0.2,0.2,"[100, 10]",jm,0.4932,3.05957
0.2,0.0,"[25, 25]",hellinger,0.4906,3.77286
0.2,0.0,"[25, 50]",hellinger,0.4906,3.784068
0.2,0.2,"[25, 25]",hellinger,0.4906,3.845241
0.2,0.2,"[25, 50]",hellinger,0.4906,3.763245
0.2,0.35,"[10, 100]","['jm', 'hellinger']",0.4881,10.467047
0.2,0.35,"[10, 100]",hellinger,0.4867,3.837688
0.2,0.35,"[10, 100]","['wasserstein', 'jm']",0.4842,9.996737
0.2,0.5,"[100, 10]",jm,0.4812,3.009812
0.2,0.35,"[50, 50]","['wasserstein', 'jm']",0.4777,9.952618
0.2,0.35,"[50, 25]","['wasserstein', 'jm']",0.4777,10.037338
0.2,0.5,"[10, 100]",jm,0.4758,3.152105
0.2,0.0,"[10, 100]",jm,0.4751,2.969559
0.2,0.2,"[10, 100]",jm,0.4751,2.98337
0.2,0.35,"[10, 100]","['wasserstein', 'hellinger']",0.4724,10.602815
0.2,0.35,"[25, 25]","['wasserstein', 'jm']",0.4722,10.043214
0.2,0.35,"[25, 50]","['wasserstein', 'jm']",0.4712,10.039609
0.2,0.35,"[100, 10]","['wasserstein', 'jm']",0.4693,10.141092
0.2,0.35,"[10, 100]",jm,0.4684,3.059978
0.2,0.5,"[50, 50]",jm,0.4667,3.010378
0.2,0.5,"[50, 25]",jm,0.4667,3.005636
0.2,0.35,"[25, 25]",hellinger,0.4652,3.819839
0.2,0.35,"[25, 50]",hellinger,0.4652,3.818995
0.2,0.35,"[25, 25]",jm,0.4632,3.118363
0.2,0.35,"[25, 50]",jm,0.4632,3.101678
0.2,0.5,"[25, 25]",jm,0.4626,2.974598
0.2,0.5,"[25, 50]",jm,0.4626,3.593056
0.2,0.5,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.4617,10.819307
0.2,0.0,"[50, 50]",jm,0.4612,2.998475
0.2,0.0,"[50, 25]",jm,0.4612,3.013274
0.2,0.2,"[50, 50]",jm,0.4612,3.234981
0.2,0.2,"[50, 25]",jm,0.4612,2.990072
0.2,0.5,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.4609,10.910962
0.2,0.5,"[25, 25]","['jm', 'hellinger']",0.4532,10.190601
0.2,0.35,"[100, 10]",jm,0.4517,3.12964
0.2,0.35,"[50, 50]",jm,0.4516,3.077961
0.2,0.35,"[50, 25]",jm,0.4516,3.068397
0.2,0.35,"[25, 25]","['wasserstein', 'hellinger']",0.4513,10.470938
0.2,0.35,"[25, 50]","['wasserstein', 'hellinger']",0.4513,10.610225
0.2,0.5,"[25, 50]","['jm', 'hellinger']",0.4474,10.315661
0.2,0.35,"[50, 50]","['jm', 'hellinger']",0.4415,10.458876
0.2,0.35,"[50, 25]","['jm', 'hellinger']",0.441,10.40903
0.2,0.5,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.4401,10.926358
0.2,0.5,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.4368,11.016269
0.2,0.5,"[50, 50]","['jm', 'hellinger']",0.4294,10.263228
0.2,0.35,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.4265,10.809522
0.2,0.5,"[50, 25]","['jm', 'hellinger']",0.4246,10.208579
0.2,0.35,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.4222,10.950978
0.2,0.35,"[25, 25]","['jm', 'hellinger']",0.401,10.191178
0.2,0.35,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.401,10.826011
0.2,0.35,"[25, 50]","['jm', 'hellinger']",0.3989,10.243039
0.2,0.35,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.3988,10.831085
0.3,0.0,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.6688,11.404421
0.3,0.2,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.6688,11.203274
0.3,0.0,"[100, 10]",hellinger,0.6651,4.29903
0.3,0.2,"[100, 10]",hellinger,0.6651,4.077671
0.3,0.5,"[100, 10]",hellinger,0.6642,4.071454
0.3,0.35,"[100, 10]",hellinger,0.6638,4.173267
0.3,0.0,"[50, 25]","['wasserstein', 'jm']",0.6594,10.32864
0.3,0.2,"[50, 25]","['wasserstein', 'jm']",0.6594,10.310092
0.3,0.0,"[100, 10]","['wasserstein', 'jm']",0.6578,10.528925
0.3,0.2,"[100, 10]","['wasserstein', 'jm']",0.6578,10.32963
0.3,0.0,"[50, 50]","['wasserstein', 'jm']",0.6548,10.295209
0.3,0.2,"[50, 50]","['wasserstein', 'jm']",0.6548,10.29875
0.3,0.0,"[100, 10]","['jm', 'hellinger']",0.6537,10.958358
0.3,0.2,"[100, 10]","['jm', 'hellinger']",0.6537,10.71936
0.3,0.0,"[25, 50]","['wasserstein', 'jm']",0.6526,10.298866
0.3,0.2,"[25, 50]","['wasserstein', 'jm']",0.6526,10.677998
0.3,0.0,"[25, 25]","['wasserstein', 'jm']",0.6522,10.311671
0.3,0.2,"[25, 25]","['wasserstein', 'jm']",0.6522,10.200638
0.3,0.5,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.6466,11.174748
0.3,0.0,"[10, 100]","['wasserstein', 'jm']",0.6451,10.233245
0.3,0.2,"[10, 100]","['wasserstein', 'jm']",0.6451,10.383099
0.3,0.5,"[100, 10]","['wasserstein', 'hellinger']",0.6433,10.719775
0.3,0.5,"[50, 50]",hellinger,0.643,4.056802
0.3,0.5,"[50, 25]",hellinger,0.643,4.048187
0.3,0.0,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.641,11.442245
0.3,0.2,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.641,11.193402
0.3,0.5,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.6399,11.392603
0.3,0.0,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.6389,11.286302
0.3,0.2,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.6389,11.250994
0.3,0.0,"[100, 10]","['wasserstein', 'hellinger']",0.6358,10.941871
0.3,0.2,"[100, 10]","['wasserstein', 'hellinger']",0.6358,10.878019
0.3,0.0,"[100, 10]",wasserstein,0.6356,3.81459
0.3,0.2,"[100, 10]",wasserstein,0.6356,3.613791
0.3,0.0,"[50, 50]","['jm', 'hellinger']",0.6337,10.751775
0.3,0.2,"[50, 50]","['jm', 'hellinger']",0.6337,10.694335
0.3,0.0,"[10, 100]",wasserstein,0.6334,3.58861
0.3,0.2,"[10, 100]",wasserstein,0.6334,3.64337
0.3,0.5,"[10, 100]",hellinger,0.6333,4.104232
0.3,0.0,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.6325,11.164177
0.3,0.2,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.6325,11.2159
0.3,0.0,"[50, 50]",wasserstein,0.6321,3.812345
0.3,0.0,"[50, 25]",wasserstein,0.6321,3.641041
0.3,0.2,"[50, 50]",wasserstein,0.6321,3.636249
0.3,0.2,"[50, 25]",wasserstein,0.6321,3.669299
0.3,0.0,"[50, 25]","['jm', 'hellinger']",0.6315,10.711775
0.3,0.2,"[50, 25]","['jm', 'hellinger']",0.6315,10.667732
0.3,0.0,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.6311,11.267047
0.3,0.2,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.6311,10.918967
0.3,0.0,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.6307,11.244118
0.3,0.2,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.6307,11.24073
0.3,0.0,"[25, 25]",wasserstein,0.6304,3.680342
0.3,0.0,"[25, 50]",wasserstein,0.6304,3.679439
0.3,0.2,"[25, 25]",wasserstein,0.6304,3.705616
0.3,0.2,"[25, 50]",wasserstein,0.6304,3.531574
0.3,0.0,"[25, 25]","['jm', 'hellinger']",0.6298,10.824844
0.3,0.2,"[25, 25]","['jm', 'hellinger']",0.6298,10.729085
0.3,0.0,"[50, 50]","['wasserstein', 'hellinger']",0.6297,10.793441
0.3,0.2,"[50, 50]","['wasserstein', 'hellinger']",0.6297,10.813547
0.3,0.5,"[50, 50]","['wasserstein', 'hellinger']",0.6296,10.817691
0.3,0.0,"[50, 25]","['wasserstein', 'hellinger']",0.6294,10.8258
0.3,0.2,"[50, 25]","['wasserstein', 'hellinger']",0.6294,10.769812
0.3,0.0,"[25, 50]","['jm', 'hellinger']",0.6263,10.775789
0.3,0.2,"[25, 50]","['jm', 'hellinger']",0.6263,10.700889
0.3,0.5,"[50, 25]","['wasserstein', 'hellinger']",0.6263,10.809013
0.3,0.35,"[50, 50]",hellinger,0.6247,4.163355
0.3,0.35,"[50, 25]",hellinger,0.6247,4.100927
0.3,0.5,"[100, 10]","['jm', 'hellinger']",0.6217,10.634491
0.3,0.35,"[50, 25]","['wasserstein', 'hellinger']",0.6199,10.868104
0.3,0.35,"[50, 50]","['jm', 'hellinger']",0.618,10.932531
0.3,0.5,"[10, 100]",wasserstein,0.6174,3.65204
0.3,0.0,"[10, 100]","['jm', 'hellinger']",0.617,10.708743
0.3,0.2,"[10, 100]","['jm', 'hellinger']",0.617,12.087867
0.3,0.5,"[10, 100]","['wasserstein', 'hellinger']",0.6166,10.877907
0.3,0.0,"[10, 100]","['wasserstein', 'hellinger']",0.6163,10.687254
0.3,0.2,"[10, 100]","['wasserstein', 'hellinger']",0.6163,10.78178
0.3,0.35,"[50, 25]","['jm', 'hellinger']",0.6157,10.773715
0.3,0.5,"[100, 10]",wasserstein,0.6155,4.198515
0.3,0.5,"[25, 25]",wasserstein,0.6152,3.737415
0.3,0.5,"[25, 50]",wasserstein,0.6152,3.800424
0.3,0.0,"[50, 50]",hellinger,0.6151,4.051613
0.3,0.0,"[50, 25]",hellinger,0.6151,4.074574
0.3,0.2,"[50, 50]",hellinger,0.6151,4.08645
0.3,0.2,"[50, 25]",hellinger,0.6151,4.07342
0.3,0.35,"[50, 50]","['wasserstein', 'hellinger']",0.615,10.923588
0.3,0.0,"[25, 25]","['wasserstein', 'hellinger']",0.614,10.885833
0.3,0.2,"[25, 25]","['wasserstein', 'hellinger']",0.614,10.73717
0.3,0.0,"[25, 50]","['wasserstein', 'hellinger']",0.6131,10.834885
