feature_prc,features_elimination_prc,epsilon_factor,dist_functions,accuracy,round_time
0.05,0.35,"[10, 100]","['wasserstein', 'jm']",0.2306,7.125421
0.05,0.35,"[25, 50]","['wasserstein', 'jm']",0.2306,7.114863
0.05,0.35,"[50, 25]","['wasserstein', 'jm']",0.2306,7.141945
0.05,0.0,"[25, 25]",hellinger,0.2303,2.120953
0.05,0.0,"[25, 50]",hellinger,0.2303,2.096019
0.05,0.2,"[25, 25]",hellinger,0.2303,2.103714
0.05,0.2,"[25, 50]",hellinger,0.2303,2.135482
0.05,0.5,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.2299,8.02887
0.05,0.0,"[50, 50]",hellinger,0.2298,1.984986
0.05,0.0,"[50, 25]",hellinger,0.2298,2.00725
0.05,0.2,"[50, 50]",hellinger,0.2298,1.974947
0.05,0.2,"[50, 25]",hellinger,0.2298,2.017893
0.05,0.5,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.2296,8.277945
0.05,0.5,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.229,8.055942
0.05,0.5,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.229,8.201534
0.05,0.0,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.2281,7.680249
0.05,0.0,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.2281,7.688661
0.05,0.2,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.2281,7.703269
0.05,0.2,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.2281,7.719131
0.05,0.5,"[50, 50]","['jm', 'hellinger']",0.2281,7.546116
0.05,0.5,"[50, 25]","['jm', 'hellinger']",0.2281,7.485135
0.05,0.0,"[25, 25]","['wasserstein', 'hellinger']",0.2279,7.591483
0.05,0.0,"[25, 50]","['wasserstein', 'hellinger']",0.2279,7.550258
0.05,0.2,"[25, 25]","['wasserstein', 'hellinger']",0.2279,7.750433
0.05,0.2,"[25, 50]","['wasserstein', 'hellinger']",0.2279,7.5946
0.05,0.0,"[10, 100]",hellinger,0.227,2.073603
0.05,0.2,"[10, 100]",hellinger,0.227,2.100483
0.05,0.35,"[50, 50]","['jm', 'hellinger']",0.226,7.734303
0.05,0.35,"[50, 25]","['jm', 'hellinger']",0.226,8.358749
0.05,0.0,"[25, 25]",wasserstein,0.2244,1.896161
0.05,0.0,"[100, 10]",wasserstein,0.2244,1.915137
0.05,0.0,"[50, 50]",wasserstein,0.2244,1.911825
0.05,0.0,"[10, 100]",wasserstein,0.2244,1.870288
0.05,0.0,"[25, 50]",wasserstein,0.2244,1.849856
0.05,0.0,"[50, 25]",wasserstein,0.2244,1.880577
0.05,0.2,"[25, 25]",wasserstein,0.2244,1.858323
0.05,0.2,"[100, 10]",wasserstein,0.2244,1.892937
0.05,0.2,"[50, 50]",wasserstein,0.2244,1.856702
0.05,0.2,"[10, 100]",wasserstein,0.2244,1.855429
0.05,0.2,"[25, 50]",wasserstein,0.2244,1.890538
0.05,0.2,"[50, 25]",wasserstein,0.2244,1.85988
0.05,0.35,"[10, 100]","['jm', 'hellinger']",0.2238,7.480755
0.05,0.0,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.2235,7.71139
0.05,0.0,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.2235,7.796579
0.05,0.2,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.2235,7.69412
