feature_prc,features_elimination_prc,epsilon_factor,dist_functions,accuracy,round_time
0.1,0.5,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.191,6.388384
0.1,0.5,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.191,6.387834
0.1,0.5,"[10, 100]","['jm', 'hellinger']",0.189,6.080445
0.1,0.0,"[10, 100]",hellinger,0.186,0.590166
0.1,0.0,"[25, 25]",hellinger,0.185,0.592829
0.1,0.0,"[100, 10]",hellinger,0.185,0.587624
0.1,0.0,"[50, 50]",hellinger,0.185,0.581243
0.1,0.0,"[25, 50]",hellinger,0.185,0.583423
0.1,0.0,"[50, 25]",hellinger,0.185,0.563055
0.1,0.35,"[25, 25]","['jm', 'hellinger']",0.181,6.046172
0.1,0.35,"[100, 10]","['jm', 'hellinger']",0.181,6.04346
0.1,0.35,"[50, 50]","['jm', 'hellinger']",0.181,6.025266
0.1,0.35,"[25, 50]","['jm', 'hellinger']",0.181,6.090016
0.1,0.35,"[50, 25]","['jm', 'hellinger']",0.181,6.045947
0.1,0.35,"[10, 100]","['jm', 'hellinger']",0.18,6.039249
0.2,0.5,"[25, 25]",wasserstein,0.32,0.781917
0.2,0.5,"[100, 10]",wasserstein,0.32,0.786095
0.2,0.5,"[50, 50]",wasserstein,0.32,0.797639
0.2,0.5,"[10, 100]",wasserstein,0.32,0.801099
0.2,0.5,"[25, 50]",wasserstein,0.32,0.779154
0.2,0.5,"[50, 25]",wasserstein,0.32,0.798163
0.2,0.35,"[10, 100]",hellinger,0.319,0.651958
0.2,0.35,"[100, 10]",hellinger,0.316,0.645763
0.2,0.35,"[25, 25]",hellinger,0.315,0.637704
0.2,0.35,"[25, 50]",hellinger,0.315,0.639247
0.2,0.0,"[10, 100]","['wasserstein', 'hellinger']",0.314,6.123314
0.2,0.2,"[10, 100]","['wasserstein', 'hellinger']",0.314,6.144097
0.2,0.5,"[25, 25]","['wasserstein', 'hellinger']",0.314,6.278353
0.2,0.5,"[10, 100]","['wasserstein', 'hellinger']",0.314,6.119058
0.2,0.35,"[50, 50]",hellinger,0.313,0.633106
0.2,0.35,"[50, 25]",hellinger,0.313,0.638327
0.2,0.5,"[25, 50]","['wasserstein', 'hellinger']",0.309,6.136662
0.2,0.5,"[25, 25]",jm,0.308,0.658389
0.2,0.5,"[50, 50]",jm,0.308,0.652048
0.2,0.5,"[25, 50]",jm,0.308,0.651764
0.2,0.5,"[50, 25]",jm,0.308,0.657355
0.2,0.0,"[10, 100]",jm,0.305,0.658475
0.2,0.2,"[10, 100]",jm,0.305,0.645799
0.2,0.5,"[100, 10]",jm,0.305,0.653647
0.2,0.5,"[25, 25]","['wasserstein', 'jm']",0.303,6.154273
0.2,0.5,"[100, 10]","['wasserstein', 'jm']",0.303,6.113052
0.2,0.5,"[100, 10]","['jm', 'hellinger']",0.303,6.127141
0.2,0.5,"[50, 50]","['wasserstein', 'jm']",0.303,6.15521
0.2,0.5,"[50, 50]","['jm', 'hellinger']",0.303,6.134178
0.2,0.5,"[10, 100]","['wasserstein', 'jm']",0.303,6.165178
0.2,0.5,"[25, 50]","['wasserstein', 'jm']",0.303,6.176305
0.2,0.5,"[50, 25]","['wasserstein', 'jm']",0.303,6.112348
0.2,0.5,"[25, 25]","['jm', 'hellinger']",0.302,6.168478
0.2,0.5,"[25, 50]","['jm', 'hellinger']",0.302,6.145815
0.2,0.0,"[25, 25]","['wasserstein', 'hellinger']",0.3,6.140055
0.2,0.0,"[25, 50]","['wasserstein', 'hellinger']",0.3,6.123357
0.2,0.2,"[25, 25]","['wasserstein', 'hellinger']",0.3,6.10751
0.2,0.2,"[25, 50]","['wasserstein', 'hellinger']",0.3,6.193054
0.2,0.35,"[100, 10]",jm,0.299,0.651092
