feature_prc,features_elimination_prc,epsilon_factor,dist_functions,accuracy,round_time
0.1,0.5,"[50, 25]","['wasserstein', 'hellinger']",0.98,11.557014
0.1,0.0,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.9795,13.642435
0.1,0.2,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.9795,13.78581
0.1,0.2,"[100, 10]","['wasserstein', 'jm']",0.9795,12.461174
0.1,0.35,"[50, 50]","['wasserstein', 'jm']",0.9795,12.376032
0.1,0.2,"[10, 100]",jm,0.979,5.58913
0.1,0.5,"[50, 50]","['wasserstein', 'jm']",0.979,12.388461
0.1,0.0,"[10, 100]","['wasserstein', 'jm']",0.9785,12.553644
0.1,0.2,"[25, 25]",jm,0.9785,5.650486
0.1,0.2,"[100, 10]",jm,0.9785,5.621202
0.1,0.2,"[25, 50]",jm,0.9785,5.747235
0.1,0.2,"[25, 25]","['wasserstein', 'jm']",0.978,12.533109
0.1,0.5,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.978,13.046065
0.1,0.5,"[50, 50]","['wasserstein', 'hellinger']",0.978,11.537036
0.1,0.5,"[50, 25]","['wasserstein', 'jm']",0.978,12.125185
0.1,0.35,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.9775,13.435886
0.1,0.5,"[100, 10]",wasserstein,0.9775,4.347687
0.1,0.5,"[50, 50]",wasserstein,0.9775,4.127207
0.1,0.5,"[10, 100]","['wasserstein', 'hellinger']",0.9775,11.082065
0.1,0.5,"[50, 25]",wasserstein,0.9775,4.129121
0.1,0.0,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.977,13.850167
0.1,0.2,"[50, 50]","['wasserstein', 'jm']",0.977,12.495683
0.1,0.2,"[50, 25]","['wasserstein', 'jm']",0.977,12.662181
0.1,0.5,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.977,13.187498
0.1,0.0,"[25, 25]",wasserstein,0.9765,4.496004
0.1,0.0,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.9765,13.939984
0.1,0.0,"[25, 50]",wasserstein,0.9765,4.578159
0.1,0.2,"[25, 50]","['jm', 'hellinger']",0.9765,12.796095
0.1,0.2,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.9765,13.866603
0.1,0.5,"[25, 25]",wasserstein,0.9765,4.058388
0.1,0.5,"[10, 100]",wasserstein,0.9765,4.078796
0.1,0.5,"[25, 50]",wasserstein,0.9765,4.169389
0.1,0.0,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.9755,13.905031
0.1,0.0,"[50, 50]",wasserstein,0.9755,4.563725
0.1,0.0,"[10, 100]",wasserstein,0.9755,4.574618
0.1,0.0,"[50, 25]",wasserstein,0.9755,4.595972
0.1,0.2,"[10, 100]","['wasserstein', 'jm']",0.9755,12.508919
0.1,0.2,"[25, 50]","['wasserstein', 'jm']",0.9755,12.560194
0.1,0.35,"[50, 50]","['jm', 'hellinger']",0.9755,12.582204
0.1,0.5,"[50, 50]",hellinger,0.9755,4.686137
0.1,0.5,"[50, 25]",hellinger,0.9755,4.610924
0.1,0.2,"[25, 25]","['jm', 'hellinger']",0.975,12.90092
0.1,0.35,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.975,13.396262
0.1,0.35,"[50, 25]","['jm', 'hellinger']",0.9745,12.854592
0.1,0.0,"[100, 10]","['jm', 'hellinger']",0.974,12.840402
0.1,0.0,"[50, 50]","['wasserstein', 'hellinger']",0.974,11.954528
0.1,0.35,"[100, 10]","['jm', 'hellinger']",0.974,12.515353
0.1,0.5,"[25, 50]","['jm', 'hellinger']",0.974,12.370343
0.1,0.2,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.9735,13.657063
0.1,0.2,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.9735,13.66734
0.1,0.5,"[25, 50]","['wasserstein', 'hellinger']",0.9735,11.337281
0.1,0.0,"[100, 10]","['wasserstein', 'hellinger']",0.973,11.780014
0.1,0.2,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.973,13.532016
0.1,0.5,"[25, 25]","['jm', 'hellinger']",0.973,12.306453
0.1,0.5,"[50, 50]","['jm', 'hellinger']",0.973,12.478055
0.1,0.5,"[10, 100]",hellinger,0.973,4.769884
0.1,0.0,"[50, 25]","['wasserstein', 'hellinger']",0.9725,12.012454
0.1,0.5,"[50, 25]","['jm', 'hellinger']",0.9725,12.439961
0.1,0.35,"[50, 25]","['wasserstein', 'hellinger']",0.972,11.668821
0.1,0.2,"[50, 25]","['jm', 'hellinger']",0.9715,12.83457
0.1,0.35,"[50, 50]","['wasserstein', 'hellinger']",0.9715,11.728447
0.1,0.35,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.9705,13.2591
0.1,0.35,"[50, 50]",hellinger,0.97,4.892102
0.1,0.35,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.97,13.37792
0.1,0.35,"[50, 25]",hellinger,0.97,4.828508
0.1,0.5,"[25, 25]","['wasserstein', 'hellinger']",0.97,11.448417
0.1,0.0,"[100, 10]",hellinger,0.9695,5.01327
0.1,0.2,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.9695,13.481625
0.1,0.0,"[50, 50]",hellinger,0.969,5.013643
0.1,0.0,"[50, 25]",hellinger,0.969,5.037084
0.1,0.2,"[100, 10]","['jm', 'hellinger']",0.969,12.567974
0.1,0.2,"[50, 50]","['jm', 'hellinger']",0.9685,12.694412
0.1,0.5,"[100, 10]",hellinger,0.968,4.351638
0.1,0.0,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.9675,14.096438
0.1,0.2,"[10, 100]","['jm', 'hellinger']",0.9675,12.715887
0.1,0.35,"[10, 100]","['jm', 'hellinger']",0.9675,12.610304
0.1,0.5,"[25, 25]",hellinger,0.9675,4.830353
0.1,0.5,"[25, 50]",hellinger,0.9675,4.793852
0.1,0.0,"[10, 100]","['jm', 'hellinger']",0.9665,12.960557
0.1,0.2,"[50, 50]",hellinger,0.9665,5.056606
0.1,0.2,"[50, 25]",hellinger,0.9665,4.913698
0.1,0.5,"[100, 10]","['wasserstein', 'hellinger']",0.966,11.133199
0.1,0.2,"[50, 50]","['wasserstein', 'hellinger']",0.9655,11.985981
0.1,0.2,"[25, 50]",hellinger,0.964,5.25159
0.1,0.2,"[50, 25]","['wasserstein', 'hellinger']",0.964,11.993774
0.1,0.35,"[100, 10]","['wasserstein', 'hellinger']",0.964,11.541791
0.1,0.35,"[25, 25]","['jm', 'hellinger']",0.9635,12.890606
0.1,0.2,"[25, 25]",hellinger,0.963,5.28387
0.1,0.35,"[25, 50]","['jm', 'hellinger']",0.9625,12.839413
0.1,0.35,"[25, 25]",wasserstein,0.962,4.230358
0.1,0.35,"[25, 50]",wasserstein,0.962,4.428257
0.1,0.35,"[100, 10]",hellinger,0.961,4.611078
0.1,0.35,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.961,13.825851
0.1,0.0,"[25, 50]",hellinger,0.9605,5.396264
0.1,0.35,"[10, 100]",wasserstein,0.9605,4.265719
0.1,0.2,"[100, 10]","['wasserstein', 'hellinger']",0.96,11.583682
0.1,0.35,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.9595,13.806077
0.1,0.0,"[25, 25]",hellinger,0.959,5.373897
0.1,0.0,"[25, 25]","['wasserstein', 'hellinger']",0.959,12.082785
0.1,0.0,"[25, 50]","['wasserstein', 'hellinger']",0.959,12.053902
0.1,0.2,"[100, 10]",hellinger,0.959,4.692752
0.1,0.35,"[25, 25]","['wasserstein', 'hellinger']",0.9585,11.85762
0.1,0.35,"[25, 50]","['wasserstein', 'hellinger']",0.9575,11.697516
0.1,0.35,"[100, 10]",wasserstein,0.957,4.290232
0.1,0.35,"[50, 50]",wasserstein,0.9545,4.351219
0.1,0.35,"[50, 25]",wasserstein,0.9545,4.297284
0.1,0.35,"[25, 25]",hellinger,0.9535,5.012472
0.1,0.35,"[25, 50]",hellinger,0.9535,5.233478
0.1,0.2,"[25, 25]",wasserstein,0.9525,4.537076
0.1,0.2,"[25, 50]",wasserstein,0.9525,4.514217
0.1,0.2,"[50, 50]",wasserstein,0.9515,4.518486
0.1,0.2,"[50, 25]",wasserstein,0.9515,4.398836
0.1,0.0,"[10, 100]",hellinger,0.948,5.440714
0.1,0.2,"[10, 100]",wasserstein,0.946,4.523069
0.1,0.2,"[10, 100]",hellinger,0.9455,5.309813
0.1,0.35,"[10, 100]","['wasserstein', 'hellinger']",0.9445,11.441892
0.1,0.2,"[100, 10]",wasserstein,0.943,4.399815
0.1,0.2,"[25, 25]","['wasserstein', 'hellinger']",0.9425,11.841847
0.1,0.2,"[25, 50]","['wasserstein', 'hellinger']",0.9405,11.843847
0.1,0.0,"[10, 100]","['wasserstein', 'hellinger']",0.9335,12.17375
0.1,0.2,"[10, 100]","['wasserstein', 'hellinger']",0.931,11.867023
0.1,0.35,"[10, 100]",hellinger,0.9065,5.199133
0.2,0.0,"[10, 100]","['wasserstein', 'jm']",0.9885,13.067098
0.2,0.2,"[10, 100]","['wasserstein', 'jm']",0.9885,13.041667
0.2,0.5,"[25, 25]",jm,0.9885,6.166555
0.2,0.5,"[25, 50]",jm,0.9885,6.231333
0.2,0.0,"[100, 10]",jm,0.988,6.394054
0.2,0.2,"[100, 10]",jm,0.988,6.413668
0.2,0.5,"[100, 10]",jm,0.988,5.99455
0.2,0.5,"[10, 100]","['wasserstein', 'jm']",0.988,13.259965
0.2,0.0,"[50, 50]",jm,0.9875,6.228658
0.2,0.0,"[50, 25]",jm,0.9875,6.352283
0.2,0.0,"[50, 25]","['jm', 'hellinger']",0.9875,13.29233
0.2,0.2,"[50, 50]",jm,0.9875,6.447403
0.2,0.2,"[50, 25]",jm,0.9875,6.359977
0.2,0.2,"[50, 25]","['jm', 'hellinger']",0.9875,13.300184
0.2,0.5,"[50, 50]",jm,0.9875,5.976083
0.2,0.5,"[50, 25]",jm,0.9875,5.969702
0.2,0.5,"[50, 25]","['jm', 'hellinger']",0.9875,13.188255
0.2,0.0,"[25, 25]","['jm', 'hellinger']",0.987,13.391242
0.2,0.2,"[25, 25]","['jm', 'hellinger']",0.987,13.376379
0.2,0.0,"[25, 25]","['wasserstein', 'jm']",0.9865,13.110334
0.2,0.0,"[25, 50]","['wasserstein', 'jm']",0.9865,13.035929
0.2,0.0,"[25, 50]","['jm', 'hellinger']",0.9865,13.552824
0.2,0.0,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.9865,14.222496
0.2,0.2,"[25, 25]","['wasserstein', 'jm']",0.9865,13.133578
0.2,0.2,"[25, 50]","['wasserstein', 'jm']",0.9865,13.037492
0.2,0.2,"[25, 50]","['jm', 'hellinger']",0.9865,13.44696
0.2,0.2,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.9865,14.206796
0.2,0.35,"[10, 100]",jm,0.9865,6.188473
0.2,0.35,"[10, 100]","['wasserstein', 'jm']",0.9865,13.061384
0.2,0.35,"[25, 50]","['wasserstein', 'jm']",0.9865,13.106764
0.2,0.35,"[25, 50]","['jm', 'hellinger']",0.9865,13.267012
0.2,0.5,"[25, 50]","['wasserstein', 'jm']",0.9865,13.120691
0.2,0.0,"[50, 50]","['wasserstein', 'jm']",0.986,13.192168
0.2,0.0,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.986,14.167312
0.2,0.0,"[50, 25]","['wasserstein', 'jm']",0.986,12.996159
0.2,0.2,"[50, 50]","['wasserstein', 'jm']",0.986,13.0492
0.2,0.2,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.986,14.232667
0.2,0.2,"[50, 25]","['wasserstein', 'jm']",0.986,13.023506
0.2,0.35,"[25, 25]","['wasserstein', 'jm']",0.986,13.054098
0.2,0.35,"[25, 25]","['jm', 'hellinger']",0.986,13.224326
0.2,0.5,"[25, 25]","['wasserstein', 'jm']",0.986,12.983504
0.2,0.5,"[100, 10]","['wasserstein', 'jm']",0.986,12.862403
0.2,0.5,"[10, 100]","['jm', 'hellinger']",0.986,13.00469
0.2,0.0,"[100, 10]","['wasserstein', 'jm']",0.9855,12.997647
0.2,0.0,"[10, 100]",jm,0.9855,6.356548
0.2,0.2,"[100, 10]","['wasserstein', 'jm']",0.9855,13.11601
0.2,0.2,"[10, 100]",jm,0.9855,6.2759
0.2,0.35,"[50, 50]",jm,0.9855,6.232402
0.2,0.35,"[50, 25]",jm,0.9855,6.362798
0.2,0.5,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.9855,14.239978
0.2,0.5,"[10, 100]",jm,0.9855,6.056705
0.2,0.0,"[25, 25]",jm,0.985,6.405658
0.2,0.0,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.985,14.356144
0.2,0.0,"[100, 10]","['wasserstein', 'hellinger']",0.985,12.580365
0.2,0.0,"[50, 50]","['jm', 'hellinger']",0.985,13.304627
0.2,0.0,"[25, 50]",jm,0.985,6.223903
0.2,0.0,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.985,14.315601
0.2,0.2,"[25, 25]",jm,0.985,6.260807
0.2,0.2,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.985,14.536601
0.2,0.2,"[100, 10]","['wasserstein', 'hellinger']",0.985,12.691269
0.2,0.2,"[50, 50]","['jm', 'hellinger']",0.985,13.423629
0.2,0.2,"[25, 50]",jm,0.985,6.201598
0.2,0.2,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.985,14.378603
0.2,0.35,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.985,14.196856
0.2,0.35,"[50, 50]","['wasserstein', 'jm']",0.985,13.046374
0.2,0.35,"[50, 25]","['wasserstein', 'jm']",0.985,13.094522
0.2,0.5,"[100, 10]","['jm', 'hellinger']",0.985,12.838277
0.2,0.5,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.985,14.026831
0.2,0.35,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.9845,13.972497
0.2,0.35,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.9845,14.325901
0.2,0.5,"[50, 50]","['wasserstein', 'jm']",0.9845,12.910594
0.2,0.5,"[50, 50]","['jm', 'hellinger']",0.9845,13.184661
0.2,0.5,"[50, 25]","['wasserstein', 'jm']",0.9845,13.014443
0.2,0.35,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.984,14.196015
0.2,0.35,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.984,14.08302
0.2,0.0,"[50, 50]",wasserstein,0.9835,5.012651
0.2,0.0,"[50, 25]",wasserstein,0.9835,5.085808
0.2,0.2,"[50, 50]",wasserstein,0.9835,5.178428
0.2,0.2,"[50, 25]",wasserstein,0.9835,5.063714
0.2,0.35,"[100, 10]","['wasserstein', 'jm']",0.9835,13.12286
0.2,0.5,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.9835,13.757685
0.2,0.5,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.9835,13.950221
0.2,0.35,"[100, 10]",jm,0.983,6.190925
0.2,0.35,"[50, 25]","['jm', 'hellinger']",0.983,13.19593
0.2,0.0,"[100, 10]",hellinger,0.9825,5.750412
0.2,0.2,"[100, 10]",hellinger,0.9825,5.715061
0.2,0.35,"[100, 10]","['jm', 'hellinger']",0.9825,13.143993
0.2,0.35,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.9825,14.179957
0.2,0.5,"[25, 25]",wasserstein,0.9825,4.903185
0.2,0.5,"[25, 50]",wasserstein,0.9825,4.811154
0.2,0.0,"[25, 25]",wasserstein,0.982,5.196741
0.2,0.0,"[25, 50]",wasserstein,0.982,5.038025
0.2,0.2,"[25, 25]",wasserstein,0.982,5.22273
0.2,0.2,"[25, 50]",wasserstein,0.982,5.034097
0.2,0.35,"[25, 25]",jm,0.982,6.13124
0.2,0.35,"[100, 10]",hellinger,0.982,5.364722
0.2,0.35,"[50, 50]","['jm', 'hellinger']",0.982,13.156758
0.2,0.35,"[25, 50]",jm,0.982,6.343047
0.2,0.0,"[100, 10]",wasserstein,0.9815,5.258442
0.2,0.0,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.9815,14.556744
0.2,0.2,"[100, 10]",wasserstein,0.9815,5.208533
0.2,0.2,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.9815,14.846043
0.2,0.5,"[50, 50]",wasserstein,0.9815,4.651552
0.2,0.5,"[10, 100]",wasserstein,0.9815,4.879579
0.2,0.5,"[50, 25]",wasserstein,0.9815,4.785781
0.2,0.0,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.981,14.502692
0.2,0.0,"[50, 25]","['wasserstein', 'hellinger']",0.981,12.793246
0.2,0.2,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.981,14.542308
0.2,0.2,"[50, 25]","['wasserstein', 'hellinger']",0.981,12.713458
0.2,0.35,"[10, 100]","['jm', 'hellinger']",0.981,13.332351
0.2,0.35,"[100, 10]","['wasserstein', 'hellinger']",0.9805,12.289351
0.2,0.5,"[100, 10]",hellinger,0.9805,5.218057
0.2,0.5,"[50, 50]","['wasserstein', 'hellinger']",0.9805,12.32309
0.2,0.0,"[100, 10]","['jm', 'hellinger']",0.98,13.598429
0.2,0.0,"[50, 50]","['wasserstein', 'hellinger']",0.98,12.801116
0.2,0.2,"[100, 10]","['jm', 'hellinger']",0.98,13.760386
0.2,0.2,"[50, 50]","['wasserstein', 'hellinger']",0.98,12.770875
0.2,0.5,"[50, 25]","['wasserstein', 'hellinger']",0.98,12.418314
0.2,0.0,"[10, 100]",wasserstein,0.9795,5.09001
0.2,0.2,"[10, 100]",wasserstein,0.9795,5.037758
0.2,0.35,"[50, 25]","['wasserstein', 'hellinger']",0.9795,12.60268
0.2,0.5,"[100, 10]",wasserstein,0.9795,4.720732
0.2,0.5,"[100, 10]","['wasserstein', 'hellinger']",0.9795,12.041151
0.2,0.5,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.9795,14.372768
0.2,0.5,"[25, 50]","['jm', 'hellinger']",0.979,13.84408
0.2,0.0,"[50, 50]",hellinger,0.9785,5.890722
0.2,0.0,"[10, 100]","['jm', 'hellinger']",0.9785,13.616735
0.2,0.0,"[50, 25]",hellinger,0.9785,5.849905
0.2,0.2,"[50, 50]",hellinger,0.9785,5.824346
0.2,0.2,"[10, 100]","['jm', 'hellinger']",0.9785,13.683766
0.2,0.2,"[50, 25]",hellinger,0.9785,5.895231
0.2,0.35,"[25, 25]",wasserstein,0.9785,4.92856
0.2,0.35,"[25, 50]",wasserstein,0.9785,4.875218
0.2,0.5,"[50, 50]",hellinger,0.978,5.506344
0.2,0.5,"[50, 25]",hellinger,0.978,5.617744
0.2,0.35,"[10, 100]",wasserstein,0.9775,4.771893
0.2,0.5,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.9775,14.502402
0.2,0.35,"[25, 50]","['wasserstein', 'hellinger']",0.977,12.347946
0.2,0.5,"[10, 100]","['wasserstein', 'hellinger']",0.977,11.775574
0.2,0.35,"[100, 10]",wasserstein,0.9765,4.822813
0.2,0.35,"[50, 50]",wasserstein,0.9765,4.882198
0.2,0.35,"[50, 25]",wasserstein,0.9765,4.960707
0.2,0.35,"[50, 50]",hellinger,0.9755,5.764872
0.2,0.35,"[50, 50]","['wasserstein', 'hellinger']",0.9755,12.532471
0.2,0.35,"[50, 25]",hellinger,0.9755,5.696763
0.2,0.35,"[25, 50]",hellinger,0.9745,5.954181
0.2,0.5,"[25, 25]","['jm', 'hellinger']",0.9745,13.414578
0.2,0.35,"[25, 25]",hellinger,0.974,5.943496
0.2,0.0,"[25, 25]","['wasserstein', 'hellinger']",0.973,12.564911
0.2,0.2,"[25, 25]","['wasserstein', 'hellinger']",0.973,12.530998
0.2,0.5,"[25, 50]","['wasserstein', 'hellinger']",0.9725,12.499966
0.2,0.0,"[25, 50]",hellinger,0.972,6.065021
0.2,0.35,"[25, 25]","['wasserstein', 'hellinger']",0.972,12.227258
0.2,0.0,"[25, 50]","['wasserstein', 'hellinger']",0.971,12.597536
0.2,0.2,"[25, 50]","['wasserstein', 'hellinger']",0.971,12.611707
0.2,0.5,"[25, 25]","['wasserstein', 'hellinger']",0.9705,12.735844
0.2,0.2,"[25, 25]",hellinger,0.9695,6.073778
0.2,0.2,"[25, 50]",hellinger,0.968,6.103837
0.2,0.0,"[25, 25]",hellinger,0.9675,6.181391
0.2,0.5,"[10, 100]",hellinger,0.9675,5.806213
0.2,0.0,"[10, 100]","['wasserstein', 'hellinger']",0.9655,12.829417
0.2,0.2,"[10, 100]","['wasserstein', 'hellinger']",0.9655,12.90201
0.2,0.0,"[10, 100]",hellinger,0.9635,6.575211
0.2,0.2,"[10, 100]",hellinger,0.9635,6.340608
0.2,0.35,"[10, 100]","['wasserstein', 'hellinger']",0.9635,13.055276
0.2,0.35,"[10, 100]",hellinger,0.9575,6.183193
0.2,0.5,"[25, 25]",hellinger,0.9565,5.905311
0.2,0.5,"[25, 50]",hellinger,0.9565,6.001776
0.3,0.0,"[10, 100]",jm,0.989,6.5826
0.3,0.2,"[10, 100]",jm,0.989,6.57737
0.3,0.0,"[10, 100]","['wasserstein', 'jm']",0.9885,13.462054
0.3,0.2,"[10, 100]","['wasserstein', 'jm']",0.9885,13.521542
0.3,0.35,"[10, 100]",jm,0.9885,6.462541
0.3,0.0,"[100, 10]",jm,0.988,6.682079
0.3,0.2,"[100, 10]",jm,0.988,6.626498
0.3,0.35,"[50, 50]","['wasserstein', 'jm']",0.988,13.616933
0.3,0.35,"[25, 50]","['wasserstein', 'jm']",0.988,13.554629
0.3,0.35,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.988,14.609267
0.3,0.5,"[25, 25]","['wasserstein', 'jm']",0.988,13.346554
0.3,0.5,"[50, 50]",wasserstein,0.988,5.060088
0.3,0.5,"[50, 50]","['wasserstein', 'jm']",0.988,14.217814
0.3,0.5,"[50, 25]",wasserstein,0.988,5.045778
0.3,0.5,"[50, 25]","['wasserstein', 'jm']",0.988,13.493278
0.3,0.0,"[50, 50]","['wasserstein', 'jm']",0.9875,13.596245
0.3,0.0,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.9875,14.789526
0.3,0.0,"[50, 25]","['wasserstein', 'jm']",0.9875,13.838258
0.3,0.0,"[50, 25]","['jm', 'hellinger']",0.9875,13.769612
0.3,0.0,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.9875,14.646204
0.3,0.2,"[50, 50]","['wasserstein', 'jm']",0.9875,13.743671
0.3,0.2,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.9875,14.816986
0.3,0.2,"[50, 25]","['wasserstein', 'jm']",0.9875,13.610639
0.3,0.2,"[50, 25]","['jm', 'hellinger']",0.9875,13.84656
0.3,0.2,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.9875,14.645127
0.3,0.35,"[50, 50]","['jm', 'hellinger']",0.9875,13.729082
0.3,0.35,"[50, 25]","['wasserstein', 'jm']",0.9875,13.675515
0.3,0.5,"[25, 25]",jm,0.9875,6.448657
0.3,0.5,"[100, 10]","['wasserstein', 'jm']",0.9875,13.378022
0.3,0.5,"[10, 100]","['jm', 'hellinger']",0.9875,13.635747
0.3,0.5,"[25, 50]",jm,0.9875,6.426884
0.3,0.0,"[25, 25]","['jm', 'hellinger']",0.987,13.778454
0.3,0.0,"[50, 50]","['jm', 'hellinger']",0.987,13.865951
0.3,0.0,"[25, 50]","['wasserstein', 'jm']",0.987,12.82536
0.3,0.2,"[25, 25]","['jm', 'hellinger']",0.987,13.785751
0.3,0.2,"[50, 50]","['jm', 'hellinger']",0.987,14.839543
0.3,0.2,"[25, 50]","['wasserstein', 'jm']",0.987,13.743813
0.3,0.35,"[25, 25]","['wasserstein', 'jm']",0.987,13.631217
0.3,0.35,"[10, 100]","['wasserstein', 'jm']",0.987,13.436759
0.3,0.35,"[50, 25]","['jm', 'hellinger']",0.987,13.705965
0.3,0.0,"[25, 25]",jm,0.9865,6.617974
0.3,0.0,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.9865,14.82084
0.3,0.0,"[100, 10]","['wasserstein', 'jm']",0.9865,13.727508
0.3,0.0,"[25, 50]",jm,0.9865,6.620869
0.3,0.0,"[25, 50]","['jm', 'hellinger']",0.9865,13.874499
0.3,0.2,"[25, 25]",jm,0.9865,6.617209
0.3,0.2,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.9865,14.865681
0.3,0.2,"[100, 10]","['wasserstein', 'jm']",0.9865,13.589056
0.3,0.2,"[25, 50]",jm,0.9865,6.590102
0.3,0.2,"[25, 50]","['jm', 'hellinger']",0.9865,13.826102
0.3,0.35,"[25, 50]","['jm', 'hellinger']",0.9865,13.762148
0.3,0.5,"[100, 10]","['wasserstein', 'jm', 'hellinger']",0.9865,14.389156
0.3,0.5,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.9865,14.521299
0.3,0.5,"[10, 100]",jm,0.9865,6.348274
0.3,0.0,"[50, 50]",jm,0.986,6.715272
0.3,0.0,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.986,14.743469
0.3,0.0,"[50, 25]",jm,0.986,6.952417
0.3,0.2,"[50, 50]",jm,0.986,6.632914
0.3,0.2,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.986,14.219785
0.3,0.2,"[50, 25]",jm,0.986,6.644011
0.3,0.35,"[25, 25]","['jm', 'hellinger']",0.986,13.824227
0.3,0.35,"[25, 25]","['wasserstein', 'jm', 'hellinger']",0.986,14.915608
0.3,0.35,"[100, 10]","['jm', 'hellinger']",0.986,14.052693
0.3,0.35,"[25, 50]","['wasserstein', 'jm', 'hellinger']",0.986,14.719654
0.3,0.5,"[10, 100]","['wasserstein', 'jm']",0.986,13.384198
0.3,0.0,"[25, 25]","['wasserstein', 'jm']",0.9855,13.554042
0.3,0.2,"[25, 25]","['wasserstein', 'jm']",0.9855,13.690121
0.3,0.35,"[25, 25]",jm,0.9855,6.578351
0.3,0.35,"[100, 10]","['wasserstein', 'jm']",0.9855,13.654875
0.3,0.35,"[50, 50]","['wasserstein', 'jm', 'hellinger']",0.9855,14.62272
0.3,0.35,"[25, 50]",jm,0.9855,6.497511
0.3,0.5,"[25, 50]","['wasserstein', 'jm']",0.9855,13.448311
0.3,0.5,"[50, 25]","['wasserstein', 'hellinger']",0.9855,12.931203
0.3,0.5,"[50, 25]","['jm', 'hellinger']",0.9855,13.587023
0.3,0.0,"[25, 25]",wasserstein,0.985,5.45971
0.3,0.0,"[25, 50]",wasserstein,0.985,5.346371
0.3,0.2,"[25, 25]",wasserstein,0.985,5.398886
0.3,0.2,"[25, 50]",wasserstein,0.985,5.441629
0.3,0.35,"[100, 10]",jm,0.985,6.601985
0.3,0.35,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.985,14.712957
0.3,0.5,"[50, 50]",jm,0.985,6.40125
0.3,0.5,"[50, 50]","['jm', 'hellinger']",0.985,13.567282
0.3,0.5,"[10, 100]","['wasserstein', 'jm', 'hellinger']",0.985,14.50219
0.3,0.5,"[50, 25]",jm,0.985,6.413052
0.3,0.35,"[10, 100]","['jm', 'hellinger']",0.9845,13.71963
0.3,0.5,"[25, 25]",wasserstein,0.9845,5.07266
0.3,0.5,"[100, 10]",jm,0.9845,6.480565
0.3,0.5,"[100, 10]","['jm', 'hellinger']",0.9845,13.57792
0.3,0.5,"[25, 50]",wasserstein,0.9845,5.064922
0.3,0.5,"[50, 25]","['wasserstein', 'jm', 'hellinger']",0.9845,14.700546
0.3,0.0,"[50, 50]",wasserstein,0.984,5.483267
0.3,0.0,"[50, 25]",wasserstein,0.984,5.440131
0.3,0.2,"[50, 50]",wasserstein,0.984,5.448922
